RegionCODE,GovCODE,Governorate,TypeOfShelter,TypeOfAccess,Condition,Crowded,HouseholdSize,Household
1,1701,Ajloun,Flat/Apartment,Other,2-Adequate/standard,No,1 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,1 Ind,329
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,10 Ind,5
1,1701,Ajloun,Flat/Apartment,N\A,2-Adequate/standard,No,2 Ind,1
1,1701,Ajloun,Flat/Apartment,Free,2-Adequate/standard,No,2 Ind,11
1,1701,Ajloun,Flat/Apartment,Other,2-Adequate/standard,No,2 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,2 Ind,114
1,1701,Ajloun,Flat/Apartment,Free,2-Adequate/standard,No,3 Ind,4
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,3 Ind,135
1,1701,Ajloun,Flat/Apartment,Free,2-Adequate/standard,No,4 Ind,6
1,1701,Ajloun,Flat/Apartment,Other,2-Adequate/standard,No,4 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,4 Ind,176
1,1701,Ajloun,Flat/Apartment,N\A,2-Adequate/standard,No,5 Ind,2
1,1701,Ajloun,Flat/Apartment,Free,2-Adequate/standard,No,5 Ind,4
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,5 Ind,148
1,1701,Ajloun,Flat/Apartment,N\A,2-Adequate/standard,No,6 Ind,1
1,1701,Ajloun,Flat/Apartment,Free,2-Adequate/standard,No,6 Ind,1
1,1701,Ajloun,Flat/Apartment,Owned,2-Adequate/standard,No,6 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,6 Ind,110
1,1701,Ajloun,Flat/Apartment,Free,2-Adequate/standard,No,7 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,7 Ind,68
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,8 Ind,32
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,9 Ind,14
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,1 Ind,5
1,1701,Ajloun,Flat/Apartment,Free,2-Adequate/standard,Yes,2 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,2 Ind,4
1,1701,Ajloun,Flat/Apartment,Free,2-Adequate/standard,Yes,3 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,3 Ind,3
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,4 Ind,5
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,5 Ind,6
1,1701,Ajloun,Flat/Apartment,Owned,2-Adequate/standard,Yes,6 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,6 Ind,6
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,7 Ind,4
1,1701,Ajloun,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,9 Ind,2
1,1701,Ajloun,Flat/Apartment,N\A,3-Inadequate/sub-standard,No,1 Ind,1
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,No,1 Ind,15
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,198
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,10 Ind,10
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,11 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,12 Ind,1
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,No,2 Ind,4
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,103
1,1701,Ajloun,Flat/Apartment,N\A,3-Inadequate/sub-standard,No,3 Ind,1
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,No,3 Ind,2
1,1701,Ajloun,Flat/Apartment,Owned,3-Inadequate/sub-standard,No,3 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,151
1,1701,Ajloun,Flat/Apartment,N\A,3-Inadequate/sub-standard,No,4 Ind,1
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,No,4 Ind,8
1,1701,Ajloun,Flat/Apartment,Other,3-Inadequate/sub-standard,No,4 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,183
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,No,5 Ind,2
1,1701,Ajloun,Flat/Apartment,Owned,3-Inadequate/sub-standard,No,5 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,176
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,No,6 Ind,2
1,1701,Ajloun,Flat/Apartment,Other,3-Inadequate/sub-standard,No,6 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,6 Ind,137
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,71
1,1701,Ajloun,Flat/Apartment,Owned,3-Inadequate/sub-standard,No,8 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,8 Ind,35
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,9 Ind,18
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,1 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,1 Ind,8
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,10 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,10 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,2 Ind,12
1,1701,Ajloun,Flat/Apartment,N\A,3-Inadequate/sub-standard,Yes,3 Ind,1
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,3 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,3 Ind,10
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,10
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,5 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,19
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,6 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,6 Ind,13
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,10
1,1701,Ajloun,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,8 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,8 Ind,7
1,1701,Ajloun,Flat/Apartment,Owned,3-Inadequate/sub-standard,Yes,9 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,9 Ind,4
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,1 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,2 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,3 Ind,3
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,4 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,7 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,8 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,5. N\A,No,1 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,5. N\A,No,2 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,5. N\A,No,7 Ind,1
1,1701,Ajloun,House,Rent/Lease,2-Adequate/standard,No,2 Ind,1
1,1701,Ajloun,House,Rent/Lease,2-Adequate/standard,No,5 Ind,1
1,1701,Ajloun,House,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,1
1,1701,Ajloun,House,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,1
1,1701,Ajloun,House,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,1
1,1701,Ajloun,Mud-House,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,1
1,1701,Ajloun,Mud-House,Free,3-Inadequate/sub-standard,Yes,2 Ind,1
1,1701,Ajloun,Other,Free,2-Adequate/standard,No,1 Ind,1
1,1701,Ajloun,Other,Rent/Lease,2-Adequate/standard,No,2 Ind,2
1,1701,Ajloun,Other,Free,2-Adequate/standard,No,3 Ind,1
1,1701,Ajloun,Other,Rent/Lease,2-Adequate/standard,No,3 Ind,1
1,1701,Ajloun,Other,Rent/Lease,2-Adequate/standard,No,4 Ind,1
1,1701,Ajloun,Other,Rent/Lease,2-Adequate/standard,No,5 Ind,1
1,1701,Ajloun,Other,Free,3-Inadequate/sub-standard,No,1 Ind,1
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,8
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,4
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,3
1,1701,Ajloun,Other,Free,3-Inadequate/sub-standard,No,5 Ind,2
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,1
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,1
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,8 Ind,1
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,1
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,1
1,1701,Ajloun,Other,Rent/Lease,4-Emergency,No,1 Ind,1
1,1701,Ajloun,Other,Rent/Lease,4-Emergency,No,3 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,2-Adequate/standard,No,1 Ind,2
1,1701,Ajloun,Prefab,Rent/Lease,2-Adequate/standard,No,2 Ind,2
1,1701,Ajloun,Prefab,Rent/Lease,2-Adequate/standard,No,3 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,2-Adequate/standard,No,5 Ind,2
1,1701,Ajloun,Prefab,Rent/Lease,2-Adequate/standard,No,6 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,Yes,12 Ind,1
1,1701,Ajloun,Tent,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,1
1,1701,Ajloun,Tent,Owned,3-Inadequate/sub-standard,No,3 Ind,1
1,1701,Ajloun,Tent,Free,3-Inadequate/sub-standard,No,5 Ind,1
1,1701,Ajloun,Tent,Owned,3-Inadequate/sub-standard,No,6 Ind,2
1,1701,Ajloun,Tent,Owned,3-Inadequate/sub-standard,No,7 Ind,1
1,1701,Ajloun,Tent,Free,3-Inadequate/sub-standard,Yes,3 Ind,2
1,1701,Ajloun,Tent,Free,3-Inadequate/sub-standard,Yes,4 Ind,1
1,1701,Ajloun,Tent,Free,3-Inadequate/sub-standard,Yes,5 Ind,1
1,1701,Ajloun,Tent,Free,4-Emergency,No,1 Ind,1
1,1701,Ajloun,Tent,Rent/Lease,4-Emergency,No,3 Ind,1
1,1701,Ajloun,Tent,Owned,4-Emergency,No,4 Ind,1
1,1701,Ajloun,Tent,Free,4-Emergency,No,6 Ind,1
1,1701,Ajloun,Tent,Owned,4-Emergency,Yes,2 Ind,1
1,1701,Ajloun,Tent,Free,4-Emergency,Yes,6 Ind,1
1,1707,Irbid,Basement,N\A,2-Adequate/standard,No,1 Ind,1
1,1707,Irbid,Basement,Rent/Lease,2-Adequate/standard,No,1 Ind,3
1,1707,Irbid,Basement,Free,2-Adequate/standard,No,2 Ind,1
1,1707,Irbid,Basement,Rent/Lease,2-Adequate/standard,No,2 Ind,2
1,1707,Irbid,Basement,Rent/Lease,2-Adequate/standard,No,3 Ind,4
1,1707,Irbid,Basement,Rent/Lease,2-Adequate/standard,No,4 Ind,5
1,1707,Irbid,Basement,Rent/Lease,2-Adequate/standard,No,5 Ind,4
1,1707,Irbid,Basement,Rent/Lease,2-Adequate/standard,No,6 Ind,1
1,1707,Irbid,Basement,Rent/Lease,2-Adequate/standard,No,7 Ind,1
1,1707,Irbid,Basement,Rent/Lease,2-Adequate/standard,No,8 Ind,1
1,1707,Irbid,Basement,Rent/Lease,2-Adequate/standard,Yes,2 Ind,1
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,20
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,5
1,1707,Irbid,Basement,Free,3-Inadequate/sub-standard,No,3 Ind,2
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,14
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,13
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,10
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,No,6 Ind,22
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,7
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,No,8 Ind,4
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,No,9 Ind,1
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,Yes,1 Ind,3
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,Yes,12 Ind,1
1,1707,Irbid,Basement,Free,3-Inadequate/sub-standard,Yes,2 Ind,1
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,Yes,2 Ind,1
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,1
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,5
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,Yes,6 Ind,1
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,2
1,1707,Irbid,Basement,N\A,3-Inadequate/sub-standard,Yes,9 Ind,1
1,1707,Irbid,Basement,Rent/Lease,3-Inadequate/sub-standard,Yes,9 Ind,3
1,1707,Irbid,Basement,N\A,5. N\A,No,1 Ind,27
1,1707,Irbid,Basement,N\A,5. N\A,No,11 Ind,1
1,1707,Irbid,Basement,N\A,5. N\A,No,2 Ind,10
1,1707,Irbid,Basement,N\A,5. N\A,No,3 Ind,15
1,1707,Irbid,Basement,N\A,5. N\A,No,4 Ind,13
1,1707,Irbid,Basement,N\A,5. N\A,No,5 Ind,12
1,1707,Irbid,Basement,N\A,5. N\A,No,6 Ind,10
1,1707,Irbid,Basement,N\A,5. N\A,No,7 Ind,4
1,1707,Irbid,Basement,N\A,5. N\A,No,8 Ind,4
1,1707,Irbid,Basement,N\A,5. N\A,Yes,1 Ind,3
1,1707,Irbid,Basement,N\A,5. N\A,Yes,2 Ind,1
1,1707,Irbid,Basement,N\A,5. N\A,Yes,3 Ind,2
1,1707,Irbid,Basement,N\A,5. N\A,Yes,5 Ind,2
1,1707,Irbid,Basement,N\A,5. N\A,Yes,6 Ind,1
1,1707,Irbid,Basement,N\A,5. N\A,Yes,7 Ind,1
1,1707,Irbid,Basement,N\A,5. N\A,Yes,9 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,2-Adequate/standard,No,1 Ind,2
1,1707,Irbid,Communal Centre,Rent/Lease,2-Adequate/standard,No,2 Ind,2
1,1707,Irbid,Communal Centre,Rent/Lease,2-Adequate/standard,No,4 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,2-Adequate/standard,No,5 Ind,2
1,1707,Irbid,Communal Centre,Rent/Lease,2-Adequate/standard,No,6 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,2-Adequate/standard,No,7 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,2-Adequate/standard,Yes,2 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,2-Adequate/standard,Yes,3 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,2-Adequate/standard,Yes,7 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,3
1,1707,Irbid,Communal Centre,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,5
1,1707,Irbid,Communal Centre,Free,3-Inadequate/sub-standard,No,5 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,3
1,1707,Irbid,Communal Centre,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,3-Inadequate/sub-standard,No,8 Ind,2
1,1707,Irbid,Communal Centre,Rent/Lease,3-Inadequate/sub-standard,No,9 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,3-Inadequate/sub-standard,Yes,2 Ind,1
1,1707,Irbid,Communal Centre,Rent/Lease,4-Emergency,Yes,5 Ind,1
1,1707,Irbid,Flat/Apartment,Free,1-Above standard,No,1 Ind,3
1,1707,Irbid,Flat/Apartment,Rent/Lease,1-Above standard,No,1 Ind,9
1,1707,Irbid,Flat/Apartment,Rent/Lease,1-Above standard,No,2 Ind,5
1,1707,Irbid,Flat/Apartment,Rent/Lease,1-Above standard,No,3 Ind,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,1-Above standard,No,4 Ind,6
1,1707,Irbid,Flat/Apartment,Rent/Lease,1-Above standard,No,5 Ind,7
1,1707,Irbid,Flat/Apartment,Rent/Lease,1-Above standard,No,6 Ind,5
1,1707,Irbid,Flat/Apartment,Rent/Lease,1-Above standard,Yes,3 Ind,1
1,1707,Irbid,Flat/Apartment,N\A,2-Adequate/standard,No,1 Ind,4
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,No,1 Ind,86
1,1707,Irbid,Flat/Apartment,Other,2-Adequate/standard,No,1 Ind,2
1,1707,Irbid,Flat/Apartment,Owned,2-Adequate/standard,No,1 Ind,3
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,1 Ind,1151
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,10 Ind,21
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,11 Ind,4
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,12 Ind,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,13 Ind,1
1,1707,Irbid,Flat/Apartment,N\A,2-Adequate/standard,No,2 Ind,1
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,No,2 Ind,29
1,1707,Irbid,Flat/Apartment,Owned,2-Adequate/standard,No,2 Ind,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,2 Ind,665
1,1707,Irbid,Flat/Apartment,N\A,2-Adequate/standard,No,3 Ind,2
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,No,3 Ind,21
1,1707,Irbid,Flat/Apartment,Owned,2-Adequate/standard,No,3 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,3 Ind,783
1,1707,Irbid,Flat/Apartment,N\A,2-Adequate/standard,No,4 Ind,2
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,No,4 Ind,19
1,1707,Irbid,Flat/Apartment,Owned,2-Adequate/standard,No,4 Ind,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,4 Ind,901
1,1707,Irbid,Flat/Apartment,N\A,2-Adequate/standard,No,5 Ind,1
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,No,5 Ind,17
1,1707,Irbid,Flat/Apartment,Owned,2-Adequate/standard,No,5 Ind,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,5 Ind,848
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,No,6 Ind,8
1,1707,Irbid,Flat/Apartment,Owned,2-Adequate/standard,No,6 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,6 Ind,626
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,No,7 Ind,8
1,1707,Irbid,Flat/Apartment,Owned,2-Adequate/standard,No,7 Ind,4
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,7 Ind,369
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,No,8 Ind,2
1,1707,Irbid,Flat/Apartment,Owned,2-Adequate/standard,No,8 Ind,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,8 Ind,164
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,No,9 Ind,2
1,1707,Irbid,Flat/Apartment,Other,2-Adequate/standard,No,9 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,9 Ind,72
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,Yes,1 Ind,11
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,1 Ind,56
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,10 Ind,4
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,11 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,12 Ind,2
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,Yes,2 Ind,4
1,1707,Irbid,Flat/Apartment,Owned,2-Adequate/standard,Yes,2 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,2 Ind,34
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,Yes,3 Ind,8
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,3 Ind,37
1,1707,Irbid,Flat/Apartment,N\A,2-Adequate/standard,Yes,4 Ind,1
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,Yes,4 Ind,3
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,4 Ind,44
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,Yes,5 Ind,3
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,5 Ind,50
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,Yes,6 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,6 Ind,37
1,1707,Irbid,Flat/Apartment,N\A,2-Adequate/standard,Yes,7 Ind,1
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,Yes,7 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,7 Ind,19
