RegionCODE,GovCODE,Governorate,TypeOfShelter,TypeOfAccess,Condition,Crowded,HouseholdSize,Household
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,1 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,2 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,3 Ind,3
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,4 Ind,2
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,6 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,4-Emergency,No,7 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,194
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,80
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,133
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,161
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,157
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,6 Ind,111
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,58
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,8 Ind,21
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,9 Ind,17
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,10  Ind,9
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,11  Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,12 Ind,1
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,1 Ind,15
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,2 Ind,12
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,3 Ind,9
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,14
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,22
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,6 Ind,14
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,9
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,8 Ind,7
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,9 Ind,3
1,1701,Ajloun,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,10  Ind,2
1,1701,Ajloun,House,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,1
1,1701,Ajloun,House,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,1
1,1701,Ajloun,House,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,1
1,1701,Ajloun,Mud-House,Free,3-Inadequate/sub-standard,Yes,2 Ind,1
1,1701,Ajloun,Mud-House,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,1
1,1701,Ajloun,Mud-House,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,1
1,1701,Ajloun,Mud-House,Rent/Lease,3-Inadequate/sub-standard,Yes,1 Ind,1
1,1701,Ajloun,Mud-House,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,1
1,1701,Ajloun,No Shelter,N/A,N/A,No,1 Ind,1
1,1701,Ajloun,Other,Free,2-Adequate/standard,No,1 Ind,1
1,1701,Ajloun,Other,Free,2-Adequate/standard,No,3 Ind,1
1,1701,Ajloun,Other,Free,3-Inadequate/sub-standard,No,4 Ind,1
1,1701,Ajloun,Other,Free,3-Inadequate/sub-standard,No,5 Ind,2
1,1701,Ajloun,Other,Rent/Lease,2-Adequate/standard,No,2 Ind,2
1,1701,Ajloun,Other,Rent/Lease,2-Adequate/standard,No,3 Ind,1
1,1701,Ajloun,Other,Rent/Lease,2-Adequate/standard,No,4 Ind,1
1,1701,Ajloun,Other,Rent/Lease,2-Adequate/standard,No,5 Ind,1
1,1701,Ajloun,Other,Rent/Lease,4-Emergency,No,1 Ind,1
1,1701,Ajloun,Other,Rent/Lease,4-Emergency,No,3 Ind,1
1,1701,Ajloun,Other,Rent/Lease,4-Emergency,Yes,6 Ind,1
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,8
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,3
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,3
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,1
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,1
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,No,8 Ind,1
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,1
1,1701,Ajloun,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,1
1,1701,Ajloun,Prefab,Free,3-Inadequate/sub-standard,No,1 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,2-Adequate/standard,No,1 Ind,2
1,1701,Ajloun,Prefab,Rent/Lease,2-Adequate/standard,No,2 Ind,2
1,1701,Ajloun,Prefab,Rent/Lease,2-Adequate/standard,No,3 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,2-Adequate/standard,No,5 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,2-Adequate/standard,No,6 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,2-Adequate/standard,Yes,1 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,7
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,2
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,3
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,2
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,Yes,1 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,1
1,1701,Ajloun,Prefab,Rent/Lease,3-Inadequate/sub-standard,Yes,12 Ind,1
1,1701,Ajloun,Tent,Free,4-Emergency,No,1 Ind,1
1,1701,Ajloun,Tent,Free,4-Emergency,No,6 Ind,1
1,1701,Ajloun,Tent,Free,4-Emergency,Yes,6 Ind,1
1,1701,Ajloun,Tent,Free,3-Inadequate/sub-standard,No,5 Ind,1
1,1701,Ajloun,Tent,Free,3-Inadequate/sub-standard,Yes,3 Ind,2
1,1701,Ajloun,Tent,Free,3-Inadequate/sub-standard,Yes,4 Ind,1
1,1701,Ajloun,Tent,Free,3-Inadequate/sub-standard,Yes,5 Ind,2
1,1701,Ajloun,Tent,Owned,4-Emergency,No,4 Ind,1
1,1701,Ajloun,Tent,Owned,3-Inadequate/sub-standard,No,3 Ind,1
1,1701,Ajloun,Tent,Owned,3-Inadequate/sub-standard,No,6 Ind,2
1,1701,Ajloun,Tent,Owned,3-Inadequate/sub-standard,No,7 Ind,1
1,1701,Ajloun,Tent,Rent/Lease,4-Emergency,No,3 Ind,1
1,1701,Ajloun,Tent,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,1
1,1704,Al Karak,Basement,N/A,N/A,No,1 Ind,5
1,1704,Al Karak,Basement,N/A,N/A,No,4 Ind,1
1,1704,Al Karak,Basement,N/A,N/A,No,7 Ind,1
1,1704,Al Karak,Basement,Free,2-Adequate/standard,Yes,1 Ind,1
1,1704,Al Karak,Basement,Rent/Lease,2-Adequate/standard,No,4 Ind,2
1,1704,Al Karak,Basement,Rent/Lease,2-Adequate/standard,Yes,4 Ind,1
1,1704,Al Karak,Basement,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,1
1,1704,Al Karak,Basement,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,1
1,1704,Al Karak,Basement,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,2
1,1704,Al Karak,Basement,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,1
1,1704,Al Karak,Basement,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,1
1,1704,Al Karak,Basement,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,1
1,1704,Al Karak,Flat/Apartment,N/A,2-Adequate/standard,No,3 Ind,1
1,1704,Al Karak,Flat/Apartment,Free,2-Adequate/standard,No,1 Ind,14
1,1704,Al Karak,Flat/Apartment,Free,2-Adequate/standard,No,2 Ind,4
1,1704,Al Karak,Flat/Apartment,Free,2-Adequate/standard,No,6 Ind,1
1,1704,Al Karak,Flat/Apartment,Free,2-Adequate/standard,Yes,1 Ind,7
1,1704,Al Karak,Flat/Apartment,Free,2-Adequate/standard,Yes,2 Ind,1
1,1704,Al Karak,Flat/Apartment,Free,2-Adequate/standard,Yes,3 Ind,1
1,1704,Al Karak,Flat/Apartment,Free,2-Adequate/standard,Yes,4 Ind,2
1,1704,Al Karak,Flat/Apartment,Free,3-Inadequate/sub-standard,No,1 Ind,5
1,1704,Al Karak,Flat/Apartment,Free,3-Inadequate/sub-standard,No,2 Ind,1
1,1704,Al Karak,Flat/Apartment,Free,3-Inadequate/sub-standard,No,4 Ind,1
1,1704,Al Karak,Flat/Apartment,Free,3-Inadequate/sub-standard,No,7 Ind,1
1,1704,Al Karak,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,1 Ind,5
1,1704,Al Karak,Flat/Apartment,Rent/Lease,1-Above standard,No,2 Ind,2
1,1704,Al Karak,Flat/Apartment,Rent/Lease,1-Above standard,Yes,5 Ind,1
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,1 Ind,38
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,2 Ind,20
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,3 Ind,34
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,4 Ind,43
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,5 Ind,30
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,6 Ind,22
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,7 Ind,14
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,8 Ind,10
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,9 Ind,4
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,10  Ind,1
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,1 Ind,8
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,2 Ind,1
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,3 Ind,3
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,4 Ind,7
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,5 Ind,6
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,6 Ind,4
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,7 Ind,2
1,1704,Al Karak,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,8 Ind,1
1,1704,Al Karak,Flat/Apartment,Rent/Lease,4-Emergency,No,5 Ind,1
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,37
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,36
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,25
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,44
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,36
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,6 Ind,22
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,11
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,8 Ind,1
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,9 Ind,1
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,1 Ind,9
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,2 Ind,6
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,3 Ind,7
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,11
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,8
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,6 Ind,3
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,3
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,9 Ind,1
1,1704,Al Karak,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,11  Ind,1
1,1704,Al Karak,House,Rent/Lease,3-Inadequate/sub-standard,Yes,8 Ind,1
1,1704,Al Karak,Mud-House,Free,2-Adequate/standard,No,2 Ind,1
1,1704,Al Karak,Mud-House,Rent/Lease,3-Inadequate/sub-standard,Yes,6 Ind,1
1,1704,Al Karak,Other,Free,3-Inadequate/sub-standard,No,1 Ind,1
1,1704,Al Karak,Other,Rent/Lease,2-Adequate/standard,No,8 Ind,1
1,1704,Al Karak,Other,Rent/Lease,2-Adequate/standard,Yes,4 Ind,1
1,1704,Al Karak,Other,Rent/Lease,2-Adequate/standard,Yes,5 Ind,1
1,1704,Al Karak,Other,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,1
1,1704,Al Karak,Other,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,1
1,1704,Al Karak,Other,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,1
1,1704,Al Karak,Other,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,1
1,1704,Al Karak,Other,Rent/Lease,3-Inadequate/sub-standard,No,6 Ind,2
1,1704,Al Karak,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,1
1,1704,Al Karak,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,9 Ind,1
1,1704,Al Karak,Tent,Free,3-Inadequate/sub-standard,No,7 Ind,1
2,1705,Amman,Basement,N/A,N/A,No,1 Ind,297
2,1705,Amman,Basement,N/A,N/A,No,2 Ind,113
2,1705,Amman,Basement,N/A,N/A,No,3 Ind,102
2,1705,Amman,Basement,N/A,N/A,No,4 Ind,110
2,1705,Amman,Basement,N/A,N/A,No,5 Ind,92
2,1705,Amman,Basement,N/A,N/A,No,6 Ind,59
2,1705,Amman,Basement,N/A,N/A,No,7 Ind,29
2,1705,Amman,Basement,N/A,N/A,No,8 Ind,18
2,1705,Amman,Basement,N/A,N/A,No,9 Ind,5
2,1705,Amman,Basement,N/A,N/A,No,10  Ind,1
2,1705,Amman,Basement,N/A,N/A,No,12 Ind,1
2,1705,Amman,Basement,N/A,N/A,Yes,1 Ind,2
2,1705,Amman,Basement,N/A,N/A,Yes,2 Ind,2
2,1705,Amman,Basement,N/A,N/A,Yes,4 Ind,2
2,1705,Amman,Basement,N/A,N/A,Yes,5 Ind,5
2,1705,Amman,Basement,N/A,N/A,Yes,6 Ind,1
2,1705,Amman,Basement,N/A,3-Inadequate/sub-standard,Yes,8 Ind,1
2,1705,Amman,Basement,Free,2-Adequate/standard,No,1 Ind,2
2,1705,Amman,Basement,Free,2-Adequate/standard,No,3 Ind,1
2,1705,Amman,Basement,Free,2-Adequate/standard,No,5 Ind,1
2,1705,Amman,Basement,Free,2-Adequate/standard,No,8 Ind,1
2,1705,Amman,Basement,Free,2-Adequate/standard,Yes,1 Ind,1
2,1705,Amman,Basement,Free,2-Adequate/standard,Yes,4 Ind,1
2,1705,Amman,Basement,Free,4-Emergency,No,1 Ind,1
2,1705,Amman,Basement,Free,3-Inadequate/sub-standard,No,1 Ind,3
2,1705,Amman,Basement,Free,3-Inadequate/sub-standard,No,3 Ind,1
2,1705,Amman,Basement,Free,3-Inadequate/sub-standard,No,4 Ind,1
2,1705,Amman,Basement,Free,3-Inadequate/sub-standard,No,6 Ind,1
2,1705,Amman,Basement,Free,3-Inadequate/sub-standard,Yes,1 Ind,1
2,1705,Amman,Basement,Free,3-Inadequate/sub-standard,Yes,6 Ind,2
2,1705,Amman,Basement,Other,3-Inadequate/sub-standard,No,6 Ind,1
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,No,1 Ind,3
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,No,2 Ind,4
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,No,3 Ind,4
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,No,4 Ind,6
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,No,5 Ind,4
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,No,6 Ind,4
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,No,7 Ind,1
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,No,8 Ind,1
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,No,9 Ind,1
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,No,10  Ind,1
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,Yes,1 Ind,2
2,1705,Amman,Basement,Rent/Lease,2-Adequate/standard,Yes,5 Ind,1
